customer_ID,shopping_pt,state,homeowner,car_age,car_value,age_oldest,married_couple
10022035,7,GA,0,6,g,33,0
10022036,4,NY,0,6,d,33,1
10022038,6,NY,0,7,d,35,0
10022040,9,AL,1,13,e,30,0
10022041,4,WI,1,1,e,60,0
10022042,4,RI,1,1,f,29,0
10022043,4,MS,1,12,g,41,1
10022044,3,NY,0,14,h,44,0
10022045,10,FL,1,6,g,51,1
10022048,6,PA,0,5,e,44,1
10022049,5,IN,0,5,f,52,0
10022050,7,NY,1,12,e,38,1
10022054,5,NY,1,7,f,37,1
10022055,8,PA,0,4,e,20,0
10022058,8,OK,0,6,e,22,0
10022059,5,UT,1,16,d,41,0
10022060,9,UT,0,7,d,19,0
10022062,8,ME,1,8,f,27,0
10022063,11,MT,0,12,g,58,0
10022065,10,DC,1,18,e,39,0
10022066,7,OH,1,10,e,23,0
10022067,8,IN,1,8,e,21,0
10022068,7,OH,1,4,h,59,0
10022070,8,PA,1,9,e,49,0
10022071,3,OK,1,2,g,43,0
10022072,11,NY,1,10,f,63,1
10022073,3,PA,1,13,d,52,0
10022074,3,NY,1,1,h,51,0
10022075,8,PA,1,15,h,29,0
10022076,9,ME,0,16,d,32,1
10022078,11,AL,1,3,e,41,0
10022083,3,IN,1,10,e,24,0
10022085,4,WI,1,15,e,74,0
10022086,13,FL,1,9,g,59,1
10022087,5,AL,1,8,g,42,1
10022090,8,NY,1,2,g,66,1
10022091,10,MD,1,5,g,57,0
10022093,9,MO,1,9,e,62,1
10022096,12,FL,1,2,e,52,0
10022098,3,DE,1,3,f,53,0
10022099,4,IN,1,7,f,50,0
10022100,9,TN,1,6,e,63,0
10022101,6,WA,0,3,f,30,1
10022103,10,IN,1,8,f,59,1
10022104,9,NY,1,8,g,75,0
10022105,8,NY,1,5,e,67,1
10022108,6,MD,1,6,e,45,0
10022109,5,OH,0,9,h,58,0
10022110,8,MD,0,6,d,25,0
10022111,10,FL,0,14,e,28,0
10022112,8,GA,1,6,f,44,1
10022114,8,PA,1,10,f,52,1
10022116,7,CO,0,5,d,28,0
10022117,4,CT,0,11,f,23,0
10022118,9,OH,1,1,d,49,1
10022120,8,MO,1,7,f,44,0
10022121,6,FL,0,11,e,43,0
10022123,6,FL,0,15,f,24,0
10022124,6,KY,0,19,d,34,0
10022125,7,FL,0,1,e,20,0
10022130,6,UT,0,7,e,24,0
10022133,7,KY,1,7,g,49,0
10022138,5,NY,1,4,f,38,0
10022139,5,FL,0,9,e,68,1
10022140,8,MD,0,8,e,25,0
10022141,12,PA,0,10,f,32,0
10022142,11,FL,1,15,f,42,0
10022144,7,FL,1,9,f,27,0
10022145,8,FL,1,13,e,33,0
10022147,6,OH,0,17,f,31,1
10022150,7,OK,1,9,e,75,0
10022154,4,IN,0,6,e,26,0
10022155,9,NE,0,12,g,33,0
10022156,4,NY,0,1,e,45,0
10022157,9,OH,0,4,e,29,0
10022159,7,OH,0,4,g,25,0
10022160,5,AL,0,11,f,66,0
10022161,8,NY,1,1,h,60,1
10022163,5,ME,1,9,e,45,0
10022165,7,FL,1,8,g,35,0
10022166,6,FL,1,8,d,60,0
10022168,5,NY,1,6,d,75,0
10022169,8,PA,0,16,g,44,0
10022170,8,WA,0,8,f,26,0
10022171,8,NH,1,1,g,41,0
10022172,3,AR,0,8,f,38,1
10022173,7,AR,1,6,g,26,0
10022174,10,CT,1,11,f,33,0
10022175,8,FL,0,2,e,26,0
10022178,7,NV,0,8,g,28,0
10022180,8,CO,0,2,e,53,1
10022181,8,FL,1,6,d,51,0
10022182,10,IN,1,3,f,61,1
10022183,6,FL,1,1,d,52,0
10022184,8,ME,0,13,c,19,0
10022185,6,FL,0,12,e,22,0
10022186,4,MD,1,12,h,46,0
10022188,7,CT,0,26,b,39,1
10022189,8,OH,0,8,e,70,0
10022190,8,OH,1,9,d,49,1
10022191,6,OH,0,12,d,54,0
10022193,3,AL,0,11,f,43,0
10022194,7,FL,1,21,g,62,0
10022195,5,OH,1,4,e,63,0
10022196,8,FL,1,1,e,62,0
10022199,3,OH,1,4,f,47,0
10022200,5,OH,0,22,c,49,0
10022201,7,CT,1,10,g,48,1
10022205,8,NY,0,3,e,29,0
10022206,10,FL,0,8,d,25,0
10022208,8,WV,0,9,e,20,0
10022209,7,FL,1,9,d,50,1
10022210,5,NY,1,0,g,66,0
10022211,10,FL,0,8,g,37,0
10022212,3,OK,1,4,e,68,1
10022214,7,CT,0,4,e,35,0
10022215,5,IN,1,6,e,67,0
10022217,6,GA,0,12,f,30,1
10022218,6,AR,1,7,g,51,1
10022219,9,WA,1,2,e,52,0
10022220,10,CO,1,11,g,21,0
10022222,4,OR,0,19,e,56,0
10022224,8,PA,1,10,c,46,0
10022226,10,FL,0,5,d,22,0
10022227,7,NY,1,14,g,45,0
10022229,8,WA,0,2,f,34,0
10022230,9,FL,1,9,e,65,0
10022233,9,CT,1,12,f,70,0
10022237,8,PA,1,1,e,42,0
10022238,11,FL,0,1,f,26,0
10022241,8,CO,0,11,g,26,0
10022242,8,NY,0,17,f,50,0
10022243,8,CO,1,2,f,43,0
10022245,6,IN,0,1,e,25,0
10022246,9,FL,1,16,e,66,1
10022250,7,CT,1,6,e,38,0
10022252,7,NY,0,1,f,61,0
10022253,8,PA,1,4,f,43,0
10022254,3,TN,0,11,e,75,0
10022256,5,WA,1,9,e,49,1
10022257,8,PA,1,2,g,75,1
10022258,10,AR,1,3,f,27,0
10022261,5,FL,1,1,g,75,1
10022262,7,OH,1,3,g,53,0
10022263,10,WI,1,15,e,44,0
10022265,7,PA,1,5,e,60,1
10022266,9,CO,0,1,g,39,0
10022268,9,WA,1,19,f,55,0
10022269,10,NY,0,10,d,24,0
10022273,4,NY,1,3,e,56,0
10022278,5,TN,0,17,e,37,0
10022280,3,NY,0,1,f,22,0
10022282,7,FL,1,7,d,61,0
10022285,4,NY,0,1,g,42,0
10022286,7,OH,0,11,f,43,1
10022288,8,NY,1,12,c,41,0
10022289,9,CT,0,19,d,33,0
10022291,6,IN,1,8,e,55,0
10022292,7,NY,1,0,f,75,0
10022293,7,MS,0,1,d,26,0
10022294,5,NY,1,7,d,58,0
10022295,7,OH,1,7,f,42,0
10022296,3,FL,1,15,f,66,1
10022297,7,OH,1,8,g,47,1
10022298,7,CT,1,12,e,47,1
10022299,9,NH,0,6,d,54,0
10022300,5,OH,0,16,e,18,0
10022301,9,KS,1,13,d,59,1
10022303,9,FL,1,19,e,75,0
10022304,6,WA,0,6,g,35,0
10022305,8,FL,1,10,e,75,1
10022307,8,IA,1,12,e,63,0
10022309,6,UT,1,17,e,74,0
10022310,7,NY,0,14,g,42,0
10022311,8,NY,0,1,g,24,0
10022312,3,PA,1,7,f,75,0
10022313,6,FL,1,9,g,65,0
10022314,3,PA,1,12,g,73,1
10022315,6,OH,1,2,e,73,0
10022316,9,IA,0,13,f,25,0
10022317,10,MO,0,8,g,26,0
10022319,9,PA,1,2,f,48,0
10022320,6,AL,0,0,g,26,0
10022321,9,TN,1,9,e,69,0
10022322,6,OK,1,8,f,43,0
10022324,10,FL,1,5,e,69,0
10022325,7,IN,1,13,e,26,0
10022326,7,NY,1,9,h,44,1
10022327,4,IN,1,20,d,63,0
10022329,6,PA,1,4,g,49,0
10022330,5,OH,1,13,e,75,0
10022333,10,AL,1,35,b,56,1
10022334,8,OH,0,1,e,23,0
10022335,3,GA,0,19,e,51,0
10022336,8,CO,1,9,e,43,0
10022337,9,FL,0,3,f,70,1
10022339,5,FL,1,3,g,44,1
10022344,5,CT,0,7,e,40,0
10022345,6,ME,0,18,e,37,1
10022346,7,NV,0,17,d,48,0
10022347,9,FL,1,15,h,54,1
10022348,4,FL,1,5,h,33,1
10022349,6,FL,1,10,e,63,0
10022351,9,GA,0,4,f,36,0
10022353,8,FL,1,2,g,63,0
10022355,7,FL,0,2,g,25,0
10022357,7,NV,0,16,e,25,0
10022360,6,NY,0,3,f,35,1
10022362,6,NY,0,10,f,40,0
10022364,8,NY,1,0,f,55,0
10022366,8,FL,0,8,e,32,0
10022369,6,OK,1,2,h,27,0
10022370,5,CO,1,7,h,41,0
10022371,4,NV,1,7,d,28,0
10022373,6,OR,0,5,d,25,0
10022374,10,OH,0,2,h,58,0
10022375,11,FL,0,1,e,59,0
10022377,8,OH,1,11,e,36,0
10022379,7,TN,1,10,e,57,0
10022380,5,OH,0,3,d,59,0
10022382,8,CT,1,2,f,34,1
10022383,9,FL,1,9,h,75,1
10022384,5,MS,1,13,e,59,0
10022385,7,NY,1,7,f,52,1
10022387,5,PA,0,7,e,63,0
10022388,9,NH,1,1,g,36,1
10022391,5,CO,0,10,e,26,0
10022392,9,WA,0,15,f,23,0
10022393,7,PA,0,5,e,21,0
10022394,4,FL,0,10,d,25,0
10022395,10,MS,1,12,e,40,0
10022396,8,CO,0,6,f,28,1
10022398,5,OH,0,7,d,21,0
10022401,8,MO,1,6,e,60,0
10022402,5,MS,1,10,f,57,0
10022403,5,AL,1,18,c,54,0
10022404,5,FL,1,12,e,75,0
10022405,9,FL,0,4,d,26,0
10022406,4,MO,1,13,f,64,0
10022407,8,DC,0,19,e,29,0
10022408,6,PA,1,6,e,33,0
10022409,8,CO,0,4,g,40,1
10022410,7,MD,0,7,f,29,0
10022411,7,OH,0,11,e,26,0
10022413,9,PA,0,11,e,44,0
10022416,3,PA,1,2,f,27,0
10022417,8,IA,0,9,d,23,0
10022419,7,PA,0,8,d,24,0
10022423,3,PA,1,11,d,74,0
10022424,9,UT,1,7,f,36,0
10022426,6,IN,0,8,d,38,0
10022428,3,WA,0,9,e,60,0
10022430,12,KS,0,1,e,26,0
10022431,6,WA,1,10,e,55,0
10022433,7,NY,1,3,d,23,0
10022434,9,FL,1,11,e,36,0
10022435,8,ND,0,32,c,42,0
10022436,5,MD,0,10,f,55,1
10022438,9,MD,0,7,e,33,1
10022442,8,WI,1,5,g,55,0
10022445,5,PA,0,4,e,24,0
10022447,11,CO,1,5,e,56,1
10022450,4,OH,0,18,f,21,0
10022453,3,PA,1,8,e,53,1
10022454,6,OH,1,1,g,26,0
10022455,6,MD,0,2,e,25,0
10022457,4,PA,1,2,e,70,0
10022458,7,MS,1,11,e,55,1
10022459,9,WA,0,2,g,43,0
10022460,3,WA,0,16,c,25,0
10022462,7,ID,0,0,e,22,0
10022463,8,MD,1,8,f,42,0
10022464,5,PA,1,9,d,33,0
10022466,8,CO,1,15,g,28,0
10022467,8,NY,1,7,d,25,0
10022468,7,OR,1,9,g,60,1
10022469,4,OH,1,6,e,33,0
10022470,3,AL,1,13,g,29,0
10022471,10,CT,0,6,e,20,0
10022472,6,FL,1,4,e,71,0
10022473,5,FL,1,14,e,56,0
10022474,7,PA,1,4,e,24,0
10022475,3,PA,0,2,e,66,1
10022476,9,NV,0,3,f,39,0
10022478,6,MD,0,3,e,60,0
10022484,3,PA,1,1,f,33,0
10022485,9,CO,1,16,e,64,1
10022486,8,AL,1,17,e,57,1
10022487,3,UT,1,13,d,55,0
10022489,6,NY,1,24,d,59,0
10022491,10,OH,1,2,h,68,0
10022492,9,NY,1,7,f,54,1
10022493,10,OH,0,14,f,41,1
10022494,7,OH,0,13,e,64,1
10022495,8,AL,0,12,g,67,0
10022497,9,IA,1,3,g,68,0
10022499,9,NY,0,13,f,28,0
10022500,3,PA,1,4,d,50,0
10022502,7,AL,1,28,c,68,1
10022504,7,IN,1,10,f,59,0
10022509,6,FL,1,23,d,68,0
10022510,4,IN,1,11,g,42,0
10022511,7,ME,1,1,f,55,0
10022512,7,CT,1,11,d,63,0
10022513,8,KS,1,2,e,30,1
10022514,7,MD,0,11,e,25,0
10022515,7,NY,1,6,f,53,1
10022516,9,PA,1,12,e,47,0
10022517,9,IA,0,7,f,47,1
10022518,8,OK,1,8,d,66,0
10022519,7,FL,1,4,g,75,1
10022520,9,FL,1,16,d,59,0
10022521,7,GA,1,7,g,46,0
10022522,8,WI,0,11,d,21,0
10022523,8,KY,0,11,h,62,0
10022524,5,MS,1,2,g,69,1
10022526,5,KS,1,1,f,25,1
10022527,8,MD,1,8,d,48,0
10022533,9,CO,0,1,e,46,0
10022534,7,IN,0,1,f,28,0
10022535,4,KY,1,12,f,74,1
10022536,4,NE,1,3,f,65,0
10022537,9,TN,1,1,f,27,0
10022538,7,KY,0,7,f,73,1
10022539,9,MO,1,13,g,55,0
10022540,9,NH,0,7,e,25,0
10022541,8,NY,0,9,d,75,0
10022546,3,NY,1,14,e,31,1
10022547,8,CT,1,7,g,46,0
10022548,10,OR,1,1,f,52,0
10022549,7,AL,1,8,d,20,0
10022550,7,IA,0,11,e,30,1
10022551,8,OR,0,19,e,36,1
10022552,11,PA,1,2,f,50,0
10022553,5,NY,1,17,g,69,1
10022554,8,CT,1,19,e,50,1
10022555,5,FL,1,10,e,55,0
10022556,11,FL,0,4,e,34,0
10022559,8,NY,1,19,f,53,1
10022560,5,AL,1,5,f,29,0
10022563,7,FL,0,8,f,64,0
10022566,4,DC,0,5,e,37,0
10022569,6,CT,0,15,e,30,0
10022571,6,MD,0,9,h,41,1
10022573,8,PA,1,8,f,46,0
10022574,8,FL,0,11,e,49,0
10022575,10,FL,1,14,d,46,0
10022576,8,UT,0,16,e,28,0
10022577,5,NY,0,19,e,51,1
10022579,7,OH,0,3,e,24,0
10022580,9,FL,1,2,e,75,0
10022581,6,WA,1,6,f,25,0
10022582,6,OH,0,1,e,24,0
10022585,3,FL,1,1,f,66,1
10022586,8,OK,1,6,g,56,1
10022587,8,CO,0,17,d,25,0
10022589,6,NY,0,11,f,22,0
10022590,5,CT,0,10,d,52,0
10022592,6,CT,1,7,g,44,0
10022593,7,ID,0,8,d,19,0
10022594,7,PA,1,6,e,69,0
10022595,6,UT,0,6,d,27,0
10022596,8,CT,0,11,f,35,0
10022598,6,FL,1,5,e,49,0
10022599,7,PA,0,14,f,39,0
10022601,7,AL,1,13,f,38,0
10022602,7,OR,0,18,d,24,0
10022603,7,NY,1,7,f,46,0
10022605,8,PA,0,1,f,27,0
10022606,5,NV,0,1,f,60,0
10022608,5,PA,0,4,e,24,0
10022614,10,PA,0,4,g,43,0
10022616,8,ID,1,1,f,41,0
10022618,9,OH,0,9,g,29,0
10022620,7,NM,0,3,e,21,1
10022621,9,FL,1,13,e,71,0
10022623,7,WV,1,4,g,44,0
10022624,4,PA,1,3,f,55,0
10022627,5,ID,1,7,e,39,0
10022632,3,WI,0,10,d,24,0
10022635,4,CO,1,17,e,39,0
10022636,10,FL,0,9,g,26,0
10022637,7,CT,0,6,e,43,1
10022641,7,CT,0,16,f,39,0
10022642,8,PA,0,11,e,23,0
10022643,7,TN,0,9,f,22,0
10022644,6,CO,0,14,e,42,0
10022645,9,MD,0,20,d,49,0
10022646,4,WA,0,4,f,26,0
10022647,5,PA,1,0,d,62,0
10022649,3,FL,1,2,g,68,1
10022651,8,PA,0,8,d,23,0
10022652,6,OH,1,10,e,48,0
10022653,3,WI,1,13,e,30,1
10022654,9,FL,1,13,g,65,1
10022656,7,FL,1,11,g,34,0
10022657,7,WA,0,1,e,25,0
10022661,8,NY,0,5,f,31,0
10022663,3,PA,1,5,e,30,0
10022666,7,NY,0,7,f,25,0
10022667,11,NY,1,25,d,26,0
10022670,6,FL,1,1,g,64,0
10022671,11,FL,0,2,e,56,1
10022672,7,AL,0,9,g,33,0
10022673,9,DC,1,8,g,41,0
10022674,7,TN,0,7,f,19,1
10022676,7,AL,0,7,f,27,0
10022677,8,IN,0,15,e,20,0
10022679,6,OH,1,9,c,21,0
10022681,7,PA,1,8,e,53,1
10022682,5,PA,1,2,f,70,1
10022683,6,AR,1,5,g,48,0
10022684,3,KS,1,7,f,31,0
10022686,6,FL,0,4,g,25,0
10022687,8,KS,0,1,e,23,0
10022688,8,NY,0,3,e,31,0
10022689,11,KY,0,14,f,20,0
10022690,9,TN,0,5,e,46,0
10022691,4,NY,1,7,h,60,1
10022693,4,OH,0,20,f,22,0
10022694,7,AL,0,10,g,41,0
10022695,4,WI,0,13,e,24,0
10022697,7,AL,1,16,e,44,1
10022698,4,PA,0,12,c,28,1
10022699,8,NY,1,3,h,49,1
10022700,5,WA,0,21,c,26,0
10022704,7,NY,1,2,f,54,0
10022705,4,UT,1,0,e,41,0
10022707,3,MD,1,16,e,51,0
10022708,8,FL,0,6,e,69,0
10022711,3,OH,1,13,d,33,0
10022712,7,PA,1,2,h,75,0
10022713,7,NY,1,1,g,60,0
10022715,5,MO,1,2,e,24,0
10022716,6,MD,1,8,e,55,0
10022717,8,NY,1,2,f,60,0
10022718,7,AL,1,1,f,64,0
10022719,6,ME,1,15,e,36,1
10022720,7,NY,1,14,d,42,0
10022721,5,NM,1,5,e,22,0
10022722,9,AL,0,8,g,21,0
10022723,7,MD,1,2,e,62,0
10022724,6,OH,1,16,e,75,0
10022726,7,PA,1,8,h,57,1
10022731,7,NY,1,7,g,32,1
10022734,9,TN,0,2,e,50,0
10022735,4,NE,1,2,f,27,0
10022736,9,MD,0,22,c,21,0
10022737,5,OK,1,21,d,55,1
10022738,9,MD,0,12,f,20,0
10022739,7,CT,1,10,g,31,0
10022743,7,WA,0,6,g,48,0
10022744,7,PA,0,1,e,36,0
10022750,9,MD,0,7,d,30,0
10022751,4,NY,1,1,f,57,0
10022752,8,NY,1,10,e,25,0
10022753,6,AL,0,8,f,42,1
10022754,6,FL,0,9,e,28,0
10022755,4,OH,1,9,g,45,0
10022756,10,MS,1,13,c,52,1
10022757,9,NV,1,5,d,33,0
10022758,11,CO,1,15,f,59,1
10022760,6,AL,1,11,f,52,0
10022762,10,FL,1,4,d,73,0
10022764,6,DE,1,15,d,75,0
10022765,5,TN,1,8,e,46,0
10022771,4,MT,1,16,e,72,0
10022772,6,FL,1,1,e,47,0
10022774,8,FL,0,4,d,29,0
10022775,6,FL,0,1,c,47,1
10022777,9,PA,1,14,d,23,0
10022778,5,MO,1,14,e,26,0
10022780,6,FL,1,22,e,37,1
10022782,6,CT,1,11,g,75,0
10022783,8,PA,0,7,e,23,0
10022785,6,NH,0,2,g,38,0
10022787,3,AR,1,6,g,32,0
10022790,6,AL,1,31,c,52,1
10022793,5,WA,1,1,f,57,0
10022794,6,PA,0,8,e,25,0
10022795,9,PA,0,7,g,25,0
10022796,8,PA,0,15,g,41,0
10022797,8,OH,0,14,f,34,0
10022798,7,MD,0,7,e,27,0
10022801,4,WA,0,1,e,26,0
10022803,6,WA,1,9,g,55,0
10022805,9,OH,0,4,f,31,0
10022809,8,NV,0,7,e,41,0
10022812,6,MS,1,34,b,69,0
10022813,9,NY,1,2,e,70,0
10022814,8,NV,0,18,d,45,1
10022819,6,ID,0,7,d,24,0
10022821,6,IN,0,15,d,55,0
10022824,4,FL,1,9,f,51,0
10022825,9,MO,0,0,d,26,0
10022826,7,RI,0,15,d,21,0
10022827,8,CT,1,11,e,36,0
10022829,6,WA,1,13,f,71,0
10022830,8,OR,0,4,e,23,0
10022831,3,NY,1,6,g,51,0
10022833,9,AL,0,7,e,23,0
10022834,5,CT,0,25,i,63,0
10022835,8,NY,1,5,f,58,0
10022836,6,ME,1,9,f,75,0
10022838,5,DC,1,7,d,26,0
10022839,5,AL,1,13,g,68,0
10022840,8,MS,1,18,f,55,0
10022841,7,FL,0,2,d,75,0
10022843,5,MD,1,7,g,51,0
10022844,5,NY,1,1,d,66,1
10022847,9,NY,1,5,h,52,1
10022850,6,OR,1,11,e,61,0
10022851,7,OH,1,2,h,42,0
10022852,9,AL,0,27,c,24,0
10022853,6,KY,0,11,f,21,0
10022855,3,IN,0,2,f,59,0
10022856,3,AR,1,15,e,42,0
10022857,4,MO,0,2,e,23,0
10022858,7,FL,0,3,g,63,0
10022861,7,NH,0,4,e,20,0
10022865,6,PA,0,8,f,24,0
10022867,3,AR,1,5,e,28,0
10022870,8,UT,0,8,f,30,0
10022871,4,FL,1,8,e,75,0
10022872,8,GA,1,5,d,27,0
10022875,4,MD,0,6,f,21,0
10022879,9,PA,1,6,d,23,0
10022881,5,GA,1,9,g,43,0
10022882,10,NE,1,14,g,55,0
10022883,7,UT,1,13,d,21,0
10022886,6,NY,1,8,f,75,0
10022887,7,WI,1,15,e,58,1
10022889,8,IN,1,17,e,71,0
10022890,7,KY,0,12,e,36,0
10022891,7,TN,0,11,f,27,1
10022892,7,CT,0,6,e,23,0
10022893,3,KY,1,15,e,51,0
10022894,8,NY,0,2,e,30,0
10022895,9,NY,1,11,f,75,1
10022896,9,IN,0,8,g,25,0
10022898,7,NY,0,1,g,42,0
10022899,6,KY,1,2,e,35,0
10022900,8,FL,1,12,g,66,0
10022901,8,NM,1,1,d,60,0
10022903,11,CO,1,18,f,61,0
10022904,6,ME,0,1,g,36,0
10022905,9,OH,0,1,f,22,0
10022906,5,IA,1,2,d,74,0
10022907,8,KY,1,11,e,60,0
10022908,8,NY,0,10,g,27,0
10022909,4,NE,1,4,f,35,0
10022910,6,OH,1,13,e,75,0
10022911,8,GA,0,15,e,25,0
10022915,5,AR,0,9,f,28,1
10022920,4,IN,0,6,e,31,0
10022921,9,IA,1,4,e,33,1
10022923,5,MD,0,8,d,28,0
10022926,8,ME,1,10,g,41,1
10022927,9,PA,0,12,i,54,0
10022929,3,AL,1,15,h,54,1
10022930,6,DE,0,8,f,35,0
10022931,10,WA,0,11,f,33,0
10022932,6,FL,1,6,g,51,0
10022933,7,NY,0,1,g,34,1
10022934,8,PA,1,9,d,32,0
10022936,7,MT,0,23,d,32,0
10022937,8,PA,1,3,g,65,1
10022938,5,NY,1,16,f,75,1
10022940,9,FL,0,3,e,36,0
10022941,7,CT,1,7,f,74,1
10022942,12,NY,1,1,f,64,0
10022943,4,FL,1,4,g,67,1
10022944,6,FL,1,7,h,75,1
10022945,10,FL,1,9,f,28,0
10022946,5,NY,1,1,f,31,0
10022947,8,UT,1,12,f,41,0
10022949,6,MS,1,2,g,45,1
10022950,6,FL,1,8,e,25,0
10022951,8,FL,1,9,f,73,0
10022952,9,UT,1,5,f,56,0
10022955,6,SD,0,24,d,30,0
10022956,8,WA,0,22,d,21,0
10022957,6,NY,1,4,h,37,0
10022959,9,CO,0,7,e,24,0
10022960,8,OK,1,30,c,70,0
10022961,8,WV,1,2,f,42,1
10022962,4,MD,0,11,e,34,1
10022964,7,IN,0,8,e,75,0
10022965,7,PA,0,8,e,54,0
10022967,3,AL,1,8,g,32,0
10022968,7,DE,1,1,f,55,1
10022969,6,MD,0,16,c,53,0
10022970,5,FL,1,8,g,64,1
10022971,8,KY,0,17,e,23,0
10022975,8,NY,1,4,e,36,0
10022976,9,FL,0,12,d,75,0
10022979,5,CT,1,4,e,32,0
10022980,5,OH,1,13,g,22,0
10022982,7,KY,1,6,d,59,0
10022984,9,CO,1,17,c,63,0
10022985,9,MO,1,11,d,75,0
10022986,8,IN,0,13,d,60,0
10022988,4,OH,1,6,d,59,0
10022989,8,OH,1,3,f,71,1
10022991,5,OH,0,1,e,24,0
10022995,11,FL,1,3,e,46,0
10022997,8,PA,1,2,e,58,1
10022998,8,OH,0,12,e,47,0
10022999,6,FL,1,3,i,70,1
10023000,9,NV,1,2,h,35,0
10023002,8,UT,0,15,f,46,0
10023005,8,FL,1,8,g,70,1
10023007,7,MD,0,8,e,34,0
10023008,4,IN,1,15,d,47,0
10023010,10,OR,0,11,f,42,0
10023011,6,CO,1,9,g,39,0
10023013,6,FL,0,12,g,66,0
10023014,9,TN,1,11,e,63,0
10023017,8,NY,0,1,e,24,0
10023021,5,UT,1,23,i,23,1
10023023,7,OH,0,5,e,20,0
10023024,7,FL,1,16,e,56,0
10023025,7,FL,1,4,d,54,0
10023026,8,ID,1,1,e,40,0
10023028,10,UT,0,4,d,26,1
10023029,8,TN,0,4,g,46,0
10023030,11,OH,0,8,d,54,1
10023031,3,FL,1,10,f,75,0
10023032,6,CO,1,9,f,31,0
10023033,3,KY,0,5,e,24,0
10023035,5,MO,1,21,d,28,0
10023036,4,PA,0,8,f,31,0
10023039,9,NY,0,0,g,44,0
10023040,9,FL,0,13,e,21,0
10023041,8,AL,1,4,f,32,0
10023043,10,WA,0,10,e,59,0
10023045,7,OH,1,2,e,50,0
10023046,8,PA,0,14,f,38,1
10023048,9,IN,0,16,e,51,0
10023049,6,AR,0,12,g,49,0
10023050,7,PA,1,0,g,60,0
10023051,4,NY,1,1,h,75,0
10023053,5,WA,1,2,g,25,0
10023057,7,AL,1,15,d,41,1
10023058,8,IN,0,10,f,28,0
10023059,4,AR,0,10,f,35,0
10023060,10,FL,1,4,e,61,0
10023061,7,AL,1,16,f,25,0
10023063,7,WA,1,12,e,63,0
10023064,5,IN,0,6,e,24,0
10023065,5,NY,0,23,e,32,1
10023067,7,MD,1,8,e,23,0
10023068,4,PA,1,4,h,36,1
10023072,6,KY,1,21,e,50,0
10023073,5,IA,0,8,e,24,0
10023077,5,FL,0,1,g,75,0
10023078,5,AL,1,9,c,59,0
10023080,7,OH,1,4,g,48,1
10023082,9,OH,1,4,f,21,0
10023083,4,CT,1,12,e,73,0
10023084,9,FL,0,4,f,22,0
10023086,9,FL,0,1,f,39,1
10023087,6,OR,0,13,h,33,0
10023088,8,AR,1,3,f,59,1
10023090,8,FL,1,13,f,35,0
10023091,8,AL,0,7,e,43,0
10023093,7,UT,0,12,g,37,1
10023095,7,NY,1,12,d,67,1
10023096,7,NY,0,2,f,37,0
10023097,8,MD,1,2,e,75,0
10023099,4,KY,1,7,e,64,0
10023100,5,DE,1,4,g,63,0
10023103,7,AL,0,2,d,50,0
10023104,7,IN,1,5,f,42,1
10023106,11,IN,1,1,e,24,0
10023107,6,NY,0,11,f,58,0
10023108,4,NY,0,15,e,69,0
10023109,10,NY,1,3,g,32,1
10023110,7,DC,1,8,d,51,1
10023112,5,FL,0,8,c,30,0
10023114,5,OK,1,7,e,41,1
10023120,9,NH,1,1,e,51,0
10023123,7,NY,1,2,e,65,0
10023124,9,NY,1,4,e,58,0
10023125,7,FL,0,1,f,48,0
10023126,7,CO,1,6,f,35,0
10023127,6,OR,1,8,g,69,1
10023128,3,NY,0,3,e,25,0
10023129,7,KS,0,4,g,30,0
10023130,7,UT,1,7,e,35,0
10023133,9,CT,0,7,g,22,0
10023134,7,NY,1,14,e,45,0
10023135,10,CT,0,18,e,46,1
10023138,8,NY,1,10,f,75,0
10023140,7,CT,1,12,g,44,1
10023141,4,WA,1,2,h,31,1
10023142,6,NY,0,9,d,54,0
10023143,8,CT,0,14,e,28,0
10023145,7,FL,1,7,g,67,0
10023147,7,PA,0,3,e,26,0
10023148,9,FL,1,10,e,67,1
10023149,5,TN,1,13,g,27,1
10023151,8,AR,0,2,e,55,0
10023152,9,NV,0,19,e,40,0
10023153,5,NH,0,12,f,75,0
10023155,7,FL,1,15,f,67,0
10023156,8,MD,1,17,g,71,0
10023157,7,TN,0,6,e,29,0
10023159,6,ND,0,1,d,19,0
10023163,5,AL,1,3,f,46,0
10023164,5,OK,1,10,f,61,0
10023165,10,NY,0,6,e,25,0
10023167,3,GA,1,6,e,58,0
10023168,3,WA,0,11,f,27,0
10023169,8,UT,0,10,g,46,1
10023170,9,FL,1,1,e,66,1
10023171,6,NM,1,2,e,61,0
10023172,9,FL,1,3,f,53,0
10023174,6,GA,0,16,d,50,0
10023175,6,ND,0,16,f,55,0
10023176,7,NY,1,9,e,24,0
10023177,7,NV,0,12,e,25,0
10023178,9,PA,0,1,e,25,0
10023180,5,NY,0,7,e,59,1
10023181,7,NY,1,10,d,61,0
10023182,4,NM,1,17,e,52,0
10023183,7,RI,0,8,e,29,0
10023184,9,WI,1,12,g,75,0
10023186,9,FL,0,0,f,22,0
10023187,8,NY,1,1,h,47,1
10023188,4,MS,1,3,g,41,1
10023189,4,CT,1,11,f,61,1
10023192,11,FL,1,9,d,64,1
10023193,3,FL,0,8,e,23,0
